,Organization Name,Organization Name URL,Headquarters Location,Industries,Last Funding Type,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Number of Employees,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Number of Funding Rounds,Acquisition Status,Acquired by,Acquired by URL,Number of Acquisitions,Acquisition Price Currency (in USD),Number of Founders,Unnamed: 20,Acquisition Price,Price Currency,Company Type,Founded Date,Twitter,Facebook,LinkedIn,Funding Status,Acquisition Type,Announced Date,Estimated Revenue Range
11351,Sensorscall,https://www.crunchbase.com/organization/sensorscall,"Atlanta, Georgia, United States","Artificial Intelligence, Hardware, Internet of Things",Pre-Seed,2019-02-04,,,,1-10,500000.0,USD,500000.0,2.0,,,,,,6.0,,,,For Profit,2016-01-01,https://twitter.com/SensorsScall,https://www.facebook.com/Sensorscall/,https://www.linkedin.com/company/16252956/,Seed,,,Less than $1M
11382,Edgemesh Corporation,https://www.crunchbase.com/organization/edgemesh-corporation,"New York, New York, United States","Content Delivery Network, Delivery, Web Development",Pre-Seed,2016-08-01,500000.0,USD,500000.0,1-10,500000.0,USD,500000.0,1.0,,,,,,1.0,,,,For Profit,2016-01-01,https://twitter.com/edgemeshinc,,https://www.linkedin.com/company/edgemesh-corporation/,Seed,,,Less than $1M
11423,BoxNearBy,https://www.crunchbase.com/organization/boxnearby,"Santa Clara, California, United States","Delivery Service, Internet of Things, Last Mile Transportation, Logistics",Pre-Seed,2016-01-16,400000.0,USD,400000.0,1-10,400000.0,USD,400000.0,1.0,,,,,,1.0,,,,For Profit,2016-01-01,,,https://www.linkedin.com/in/jenny-zhang-21632715a/,Seed,,,Less than $1M
11454,SOCIAL BOND LLC,https://www.crunchbase.com/organization/social-bond-llc,"Arlington, Texas, United States","Advertising, Digital Marketing, Marketing, Social Media Marketing",Pre-Seed,2016-01-01,2000000.0,USD,2000000.0,1-10,2000000.0,USD,2000000.0,1.0,,,,,,1.0,,,,For Profit,2016-01-01,,https://www.facebook.com/socialbond,https://www.linkedin.com/company/social-bond/,Seed,,,Less than $1M
11462,mystride,https://www.crunchbase.com/organization/mystride,"Minnetonka, Minnesota, United States","Apps, E-Commerce Platforms, Equestrian",Pre-Seed,2018-06-22,195000.0,USD,195000.0,1-10,245000.0,USD,245000.0,2.0,,,,,,1.0,,,,For Profit,2016-01-01,https://twitter.com/mystride,,https://linkedin.com/company/mystride,Seed,,,Less than $1M
11484,IRIS Technologies,https://www.crunchbase.com/organization/iris-tech,"Tunis, Tunis, Tunisia",AgTech,Pre-Seed,2016-11-07,190000.0,USD,190000.0,1-10,380000.0,USD,380000.0,2.0,,,,,,,,,,For Profit,2016-01-01,,https://www.facebook.com/smartbeekeeper/,https://www.linkedin.com/company-beta/9361785/,Seed,,,Less than $1M
11485,Matchaful,https://www.crunchbase.com/organization/matchaful,"Brooklyn, New York, United States","Fitness, Food and Beverage, Wellness",Pre-Seed,2017-07-10,100000.0,USD,100000.0,1-10,100000.0,USD,100000.0,1.0,,,,,,1.0,,,,For Profit,2016-01-01,https://twitter.com/matchaful,https://www.facebook.com/matchaful/,https://www.linkedin.com/company/10386856/,Seed,,,Less than $1M
11573,Farawlaya.com,https://www.crunchbase.com/organization/farawlaya-com,"Cairo, Al Qahirah, Egypt","Fashion, Lifestyle, Lingerie, Women's",Pre-Seed,2018-05-01,50000.0,USD,50000.0,1-10,50000.0,USD,50000.0,2.0,,,,,,2.0,,,,For Profit,2016-01-01,https://www.twitter.com/farawlaya_com,https://www.facebook.com/farawlaya.homewear,https://www.linkedin.com/company/farawlaya-com,Seed,,,Less than $1M
11606,Hardbound,https://www.crunchbase.com/organization/hardbound,"New York, New York, United States","Apps, Internet, Publishing",Pre-Seed,2017-01-24,100000.0,USD,100000.0,1-10,100000.0,USD,100000.0,1.0,,,,,,2.0,,,,For Profit,2016-01-01,https://twitter.com/hardbound,https://www.facebook.com/hardboundco,https://www.linkedin.com/company/hardbound,Seed,,,Less than $1M
11613,String,https://www.crunchbase.com/organization/joinstring,"San Francisco, California, United States","Collaboration, Freelance, Messaging, Professional Services, Social Network",Pre-Seed,2018-10-01,,,,1-10,,,,1.0,,,,,,3.0,,,,For Profit,2016-01-01,,,https://www.linkedin.com/company/joinstring,Seed,,,Less than $1M
11647,TomorrowData,https://www.crunchbase.com/organization/tomorrowdata,"Turin, Piemonte, Italy","Embedded Systems, Internet, Internet of Things, Software",Pre-Seed,2016-07-28,40000.0,EUR,44333.0,1-10,40000.0,EUR,44333.0,1.0,,,,,,2.0,,,,For Profit,2016-01-01,https://twitter.com/tomorrowdata,https://facebook.com/tomorrowdata,https://www.linkedin.com/company/10133109,Seed,,,Less than $1M
11669,StepShot,https://www.crunchbase.com/organization/stepshot,"Vinnytsya, Vinnyts'ka Oblast', Ukraine","Computer, Software, Technical Support",Pre-Seed,2016-01-22,,,,11-50,,,,1.0,Was Acquired,UiPath,https://www.crunchbase.com/organization/uipath,,,1.0,,,,For Profit,2016-01-01,https://www.twitter.com/stepshotapp,https://www.facebook.com/stepshotapp,https://www.linkedin.com/company/stepshotapp,M&A,Acquisition,2019-08-08,Less than $1M
11697,Krowd,https://www.crunchbase.com/organization/krowdit,"London, England, United Kingdom","E-Commerce, Information Technology, Payments",Pre-Seed,2019-02-01,,,,,,,,2.0,,,,,,2.0,,,,,2016-01-01,,,https://www.linkedin.com/company/krowd,Seed,,,Less than $1M
11707,Vroom Delivery,https://www.crunchbase.com/organization/vroom-delivery,"Chicago, Illinois, United States","E-Commerce, Food and Beverage, Food Delivery, Retail",Pre-Seed,2019-05-15,,,,,,,,2.0,,,,,,2.0,,,,For Profit,2016-01-01,https://twitter.com/vroomdelivery,https://www.facebook.com/vroomdelivery/,,Seed,,,Less than $1M
11721,2NDNATURE,https://www.crunchbase.com/organization/2ndnature,"Santa Cruz, California, United States","Cloud Data Services, Enterprise Software, Environmental Engineering, GovTech, Natural Resources, SaaS, Software, Water",Pre-Seed,2019-07-29,,,,11-50,,,,1.0,,,,,,1.0,,,,For Profit,2016-01-01,https://twitter.com/2NDNATUREWATER,https://www.facebook.com/2ndnaturewater/,https://www.linkedin.com/company/2ndnaturewater/,Seed,,,Less than $1M
11821,Drishyam.ai,https://www.crunchbase.com/organization/drishyam-ai,"San Ramon, California, United States","Artificial Intelligence, Information Technology",Pre-Seed,2019-01-01,,,,1-10,,,,1.0,,,,,,1.0,,,,For Profit,2016-01-01,https://www.twitter.com/drishyam_ai,https://www.facebook.com/drishyamai,https://www.linkedin.com/in/satishmandalika,Seed,,,Less than $1M
11941,Inveslar,https://www.crunchbase.com/organization/inveslar,"Barcelona, Catalonia, Spain","Crowdfunding, Internet, Real Estate",Pre-Seed,2016-11-01,,,,1-10,,,,1.0,,,,,,1.0,,,,For Profit,2016-01-01,,https://www.facebook.com/pg/inveslar/about/?ref=page_internal,https://www.linkedin.com/company-beta/10666050/,Seed,,,Less than $1M
12119,LeapLife,https://www.crunchbase.com/organization/leaplife,"San Francisco, California, United States","Finance, FinTech, Insurance, InsurTech, Life Insurance",Pre-Seed,2016-09-09,1500000.0,USD,1500000.0,11-50,1500000.0,USD,1500000.0,1.0,Was Acquired,Even Financial,https://www.crunchbase.com/organization/even-financial,,,3.0,,,,For Profit,2016-01-01,https://twitter.com/getLeapLife,https://www.facebook.com/getLeapLife/,https://www.linkedin.com/company/leaplife/,M&A,Acquisition,2020-04-22,$1M to $10M
12368,Clora,https://www.crunchbase.com/organization/clora,"Cambridge, Massachusetts, United States","Biotechnology, Consulting, Life Science, Medical Device, Pharmaceutical",Pre-Seed,2017-12-07,4600000.0,USD,4600000.0,1-10,4600000.0,USD,4600000.0,1.0,,,,,,2.0,,,,For Profit,2016-01-01,https://twitter.com/meetclora,https://www.facebook.com/MeetClora/,https://www.linkedin.com/company-beta/10154137/,Seed,,,$1M to $10M
12424,Deep Blocks,https://www.crunchbase.com/organization/deep-blocks,"Miami, Florida, United States","Artificial Intelligence, Machine Learning, Real Estate, SaaS, Software",Pre-Seed,2017-05-26,,,,11-50,2250000.0,USD,2250000.0,4.0,,,,,,1.0,,,,For Profit,2016-01-01,https://twitter.com/deepblocks,https://www.facebook.com/DeepBlocks-2004031763185330/,https://www.linkedin.com/company/deepblocks/,Seed,,,$1M to $10M
12457,Tame,https://www.crunchbase.com/organization/tame,"Copenhagen, Hovedstaden, Denmark","Collaboration, Email Marketing, Event Management, Events, Project Management, SaaS, Ticketing, Virtual World",Pre-Seed,2018-12-01,,,,11-50,750000.0,USD,750000.0,6.0,,,,,,4.0,,,,For Profit,2016-01-01,https://twitter.com/tamehq,https://www.facebook.com/tamehq,https://www.linkedin.com/company/tamehq/,Seed,,,$1M to $10M
12702,Doft,https://www.crunchbase.com/organization/doft,"Walnut, California, United States","Logistics, Mobile, Navigation, Service Industry, Shipping, Transportation",Pre-Seed,2016-12-01,500000.0,USD,500000.0,1-10,500000.0,USD,500000.0,1.0,,,,,,3.0,,,,For Profit,2016-01-01,https://twitter.com/doft_community,https://www.facebook.com/doftcommunity,https://www.linkedin.com/company/doft---independent-owner-operator-trucking-community,Seed,,,$1M to $10M
12783,Slik,https://www.crunchbase.com/organization/slik,"San Francisco, California, United States","Computer, Enterprise Software, Information Services, Lead Generation, Sales Automation",Pre-Seed,2017-09-15,,,,1-10,120000.0,USD,120000.0,3.0,,,,,,2.0,,,,For Profit,2016-01-01,https://twitter.com/getSlik,https://www.facebook.com/SlikAiApp/,https://www.linkedin.com/company/10106704,Seed,,,$1M to $10M
12827,Machines With Vision,https://www.crunchbase.com/organization/machines-with-vision,"Edinburgh, Edinburgh, City of, United Kingdom","Autonomous Vehicles, Infrastructure, Railroad, Robotics, Sensor",Pre-Seed,2018-12-14,1300000.0,GBP,1636568.0,1-10,1480000.0,GBP,1891246.0,2.0,,,,,,3.0,,,,For Profit,2016-01-01,https://www.twitter.com/mwithv,,,Seed,,,$1M to $10M
12873,Real Labs,https://www.crunchbase.com/organization/real-labs,"San Francisco, California, United States","Content Creators, Social Media, Video Advertising",Pre-Seed,2016-09-09,220000.0,USD,220000.0,1-10,220000.0,USD,220000.0,1.0,,,,,,2.0,,,,For Profit,2016-01-01,,,https://www.linkedin.com/in/jj-maxwell-753b5026,Seed,,,$1M to $10M
12892,Eta Vision,https://www.crunchbase.com/organization/eta-vision,"Chicago, Illinois, United States","Data Center, Data Center Automation, Electrical Distribution, Electronics, Facilities Support Services, Software",Pre-Seed,2018-07-05,2023409.0,USD,2023409.0,1-10,2023409.0,USD,2023409.0,1.0,,,,,,2.0,,,,For Profit,2016-01-01,,,https://www.linkedin.com/company/eta-vision/,Seed,,,$1M to $10M
12914,ScholarJet,https://www.crunchbase.com/organization/scholarjet,"Boston, Massachusetts, United States","College Recruiting, Education, Human Resources, Recruiting, Social Recruiting",Pre-Seed,2018-05-04,10000.0,USD,10000.0,1-10,20000.0,USD,20000.0,4.0,,,,,,3.0,,,,For Profit,2016-01-01,https://www.twitter.com/scholarjet,https://www.facebook.com/scholarjet-1103038123062741,https://www.linkedin.com/company/scholarjet,Seed,,,$1M to $10M
13043,Neyborly,https://www.crunchbase.com/organization/neyborly,"Oakland, California, United States","Commercial Real Estate, Events, Real Estate, Retail",Pre-Seed,2019-06-10,2500000.0,USD,2500000.0,11-50,2720000.0,USD,2720000.0,3.0,,,,,,3.0,,,,For Profit,2016-01-01,https://twitter.com/neyborly,https://www.facebook.com/Neyborly-130787450629021/?ref=aymt_homepage_panel,http://www.linkedin.com/company/neyborly?trk=company_logo,Seed,,,$10M to $50M
13308,Fitco,https://www.crunchbase.com/organization/fitco,"Lima, Lima, Peru","Fitness, Mobile Apps, Software",Pre-Seed,2020-01-27,,,,11-50,475000.0,USD,475000.0,7.0,,,,,,2.0,,,,For Profit,2016-01-04,,https://www.facebook.com/fitco.community/,,Seed,,,$10M to $50M
13326,Automaton,https://www.crunchbase.com/organization/automaton,"Kirkland, Washington, United States","Information Technology, Marketing, SaaS",Pre-Seed,2019-01-01,320000.0,USD,320000.0,11-50,320000.0,USD,320000.0,1.0,,,,,,3.0,,,,For Profit,2016-01-06,,,https://www.linkedin.com/company/automaton-marketing/,Seed,,,$1M to $10M
13329,Vozy,https://www.crunchbase.com/organization/vozy-inc,"MedellÃ­n, Antioquia, Colombia","Artificial Intelligence, Enterprise Software, SaaS, Speech Recognition, Virtual Assistant",Pre-Seed,2019-03-10,315000.0,USD,315000.0,1-10,460000.0,USD,460000.0,3.0,,,,,,1.0,,,,For Profit,2016-01-18,https://twitter.com/VozyEspanol,https://www.facebook.com/VozyCo,https://www.linkedin.com/company/vozy/,Seed,,,Less than $1M
13342,Bayonet,https://www.crunchbase.com/organization/bayonet,"Mexico City, Distrito Federal, Mexico","Analytics, Big Data, E-Commerce, Machine Learning",Pre-Seed,2019-06-17,500000.0,USD,500000.0,1-10,756000.0,USD,756000.0,4.0,,,,,,3.0,,,,For Profit,2016-03-01,https://twitter.com/bayonetio,,https://www.linkedin.com/company/bayonetio,Seed,,,Less than $1M
13395,Nido,https://www.crunchbase.com/organization/nido-robotics,"Murcia, Murcia, Spain","Drones, Hardware, Industrial Automation, Marine Technology, Robotics",Pre-Seed,2019-06-19,80000.0,EUR,89886.0,11-50,385000.0,EUR,434660.0,6.0,,,,,,2.0,,,,For Profit,2016-02-01,https://twitter.com/nidorobotics,https://www.facebook.com/nidorobotics.eu/,https://www.linkedin.com/company/nidorobotics/,Seed,,,$1M to $10M
13408,Webio,https://www.crunchbase.com/organization/webio,"Dublin, Dublin, Ireland","Artificial Intelligence, Facebook, Messaging, Social Network",Pre-Seed,2017-11-14,,,,11-50,500000.0,EUR,562524.0,2.0,,,,,,1.0,,,,For Profit,2016-02-03,https://www.twitter.com/webiohq,https://www.facebook.com/webio-1172004226180746,https://www.linkedin.com/company/10620744,Seed,,,Less than $1M
13415,Avalow,https://www.crunchbase.com/organization/avalow,"Santa Rosa, California, United States","AgTech, Education, Hardware, Home and Garden, Wellness",Pre-Seed,2018-07-09,300000.0,USD,300000.0,1-10,300000.0,USD,300000.0,2.0,,,,,,2.0,,,,For Profit,2016-02-01,https://twitter.com/avalowgarden,https://www.facebook.com/avalowgarden,,Seed,,,Less than $1M
13416,Flipd,https://www.crunchbase.com/organization/flipd,"Toronto, Ontario, Canada","Education, Mobile Apps, Wellness",Pre-Seed,2018-01-22,,,,1-10,30000.0,USD,30000.0,4.0,,,,,,2.0,,,,For Profit,2016-03-30,https://twitter.com/flipd_app,https://www.facebook.com/getflipdapp/,https://www.linkedin.com/company/flipd,Seed,,,$1M to $10M
13429,Hackerbay,https://www.crunchbase.com/organization/hackerbay,"San Francisco, California, United States","Artificial Intelligence, Developer Platform, Machine Learning, Software, Web Development",Pre-Seed,2016-07-31,,,,11-50,220000.0,USD,220000.0,2.0,,,,,,4.0,,,,For Profit,2016-01-11,https://twitter.com/Hackerbay,https://www.facebook.com/hackerbayhq,https://www.linkedin.com/company/hackerbay,Seed,,,$1M to $10M
13430,LiveCall,https://www.crunchbase.com/organization/livecall,"Warsaw, Mazowieckie, Poland","SaaS, Sales, Software, Telecommunications, Unified Communications, VoIP",Pre-Seed,2016-01-21,50000.0,EUR,54343.0,1-10,50000.0,EUR,54343.0,1.0,,,,,,4.0,,,,For Profit,2016-01-21,https://twitter.com/LiveCallio,https://www.facebook.com/livecallio/,https://www.linkedin.com/company/livecall,Seed,,,Less than $1M
13471,Racecheck,https://www.crunchbase.com/organization/racecheck,"London, England, United Kingdom","Fitness, Sports, Wellness",Pre-Seed,2018-08-30,400000.0,EUR,466630.0,1-10,400000.0,EUR,466630.0,1.0,,,,,,1.0,,,,For Profit,2016-02-10,http://twitter.com/racecheck,http://www.facebook.com/racecheck,,Seed,,,Less than $1M
13499,Tiplr,https://www.crunchbase.com/organization/tiplr,"New York, New York, United States",Travel,Pre-Seed,2018-01-01,200000.0,USD,200000.0,1-10,200000.0,USD,200000.0,1.0,,,,,,3.0,,,,For Profit,2016-02-05,https://www.twitter.com/tiplr_,https://www.facebook.com/tiplrco,,Seed,,,Less than $1M
13512,The IN,https://www.crunchbase.com/organization/uplanet-inc,"Parker, Colorado, United States","Event Management, Indoor Positioning, Mobile Apps, Navigation, Social Media, Software",Pre-Seed,2016-03-05,161800.0,USD,161800.0,1-10,161800.0,USD,161800.0,1.0,,,,,,4.0,,,,For Profit,2016-03-01,https://twitter.com/The_IN_io,,https://www.linkedin.com/company/the-in-io/,Seed,,,Less than $1M
13539,NWP Solution,https://www.crunchbase.com/organization/nwp-solution,"Wilmington, Delaware, United States",mHealth,Pre-Seed,2018-08-06,130000.0,USD,130000.0,1-10,130000.0,USD,130000.0,1.0,,,,,,1.0,,,,For Profit,2016-03-01,https://twitter.com/nwpplatform,https://www.facebook.com/NWPplatfrom/,https://www.linkedin.com/company/nwpsolution/,Seed,,,Less than $1M
13545,Kraus Aerospace,https://www.crunchbase.com/organization/kraus-aerospace,"New York, New York, United States","Artificial Intelligence, Drone Management, Drones, Military, Sensor",Pre-Seed,2016-03-01,1000.0,USD,1000.0,11-50,1000.0,USD,1000.0,1.0,,,,,,2.0,,,,For Profit,2016-03-01,,https://www.facebook.com/krausaerospace,https://www.linkedin.com/company-beta/16155228/,Seed,,,Less than $1M
13571,theCut,https://www.crunchbase.com/organization/thecut,"Washington, District of Columbia, United States","Beauty, Communities, Mobile",Pre-Seed,2018-07-16,,,,,,,,2.0,,,,,,1.0,,,,For Profit,2016-02-01,https://twitter.com/thehaircutapp,https://www.facebook.com/thehaircutapp,https://www.linkedin.com/company/thecutapp/,Seed,,,Less than $1M
13634,Machaao,https://www.crunchbase.com/organization/machaao-the-mood-messenger,"Fremont, California, United States","eSports, Fantasy Sports, Gaming, Human Computer Interaction, Internet, Messaging, Online Games, Sports",Pre-Seed,2017-04-10,,,,1-10,,,,1.0,,,,,,7.0,,,,For Profit,2016-01-02,https://www.twitter.com/machaaoapp,https://www.facebook.com/machaao,https://www.linkedin.com/company/6627445,Seed,,,$1M to $10M
13643,Keepsite,https://www.crunchbase.com/organization/keepsite,"London, England, United Kingdom","Information Technology, Messaging, Real Estate, SaaS, Software",Pre-Seed,2017-01-12,,,,1-10,,,,1.0,,,,,,,,,,,2016-03-24,https://www.twitter.com/keepsite,https://www.facebook.com/keepsite,https://www.linkedin.com/company/keepsite,Seed,,,$1M to $10M
14250,Fabulyst,https://www.crunchbase.com/organization/fabulyst,"Hyderabad, Andhra Pradesh, India","Artificial Intelligence, E-Commerce, Fashion, Lifestyle, Machine Learning, Online Portals, Shopping",Pre-Seed,2019-01-07,135000.0,USD,135000.0,11-50,486533.0,USD,486533.0,5.0,Was Acquired,BetterPlace Safety Solutions,https://www.crunchbase.com/organization/betterplace-safety-solutions-pvt-ltd,,,4.0,,,,,2016-05-14,https://www.twitter.com/fabulyst,https://www.facebook.com/fabulyst,,M&A,Acquihire,2020-03-23,$1M to $10M
14290,Give InKind,https://www.crunchbase.com/organization/give-inkind,"Tacoma, Washington, United States","Communities, Internet, Social Network, Wellness",Pre-Seed,2019-11-20,1500000.0,USD,1500000.0,11-50,1500000.0,USD,1500000.0,1.0,,,,,,2.0,,,,,2016-04-01,https://www.twitter.com/give_inkind,https://www.facebook.com/giveinkind,https://www.linkedin.com/company/give-inkind/,Seed,,,$1M to $10M
14302,ZYRL,https://www.crunchbase.com/organization/zyrl-ecdd,"San Francisco, California, United States","Emerging Markets, Social Media, Social Media Marketing",Pre-Seed,2019-03-20,785000.0,USD,785000.0,11-50,1585000.0,USD,1585000.0,4.0,,,,,,3.0,,,,For Profit,2016-05-01,https://twitter.com/_Zyrl,https://www.facebook.com/zyrl.us/,https://www.linkedin.com/company/zyrl/,Seed,,,Less than $1M
14325,Lilu,https://www.crunchbase.com/organization/lilu-inc,"New York, New York, United States","Children, Consumer Electronics, Hardware, Health Care, Internet of Things, Life Science, Parenting, Wearables",Pre-Seed,2020-03-31,50000.0,USD,50000.0,1-10,200000.0,USD,200000.0,6.0,,,,,,4.0,,,,For Profit,2016-05-01,https://twitter.com/wearlilu,https://www.facebook.com/wearlilu/,https://www.linkedin.com/company/wearlilu/,Seed,,,Less than $1M
14344,Yodel.io,https://www.crunchbase.com/organization/yodeltalk,"San Francisco, California, United States","B2B, Customer Service, SaaS, Telecommunications",Pre-Seed,2019-11-14,1000000.0,USD,1000000.0,1-10,1805014.0,USD,1805014.0,3.0,,,,,,4.0,,,,For Profit,2016-04-01,https://twitter.com/yodeltalk,https://www.facebook.com/YodelTalk/,https://www.linkedin.com/company/yodeltalk,Seed,,,$1M to $10M
14383,DeepStream Technologies,https://www.crunchbase.com/organization/deepstream-tech,"London, England, United Kingdom","E-Commerce, Procurement",Pre-Seed,2019-01-01,800000.0,USD,800000.0,11-50,1500000.0,USD,1500000.0,3.0,,,,,,4.0,,,,For Profit,2016-05-27,https://twitter.com/deepstreamtech,https://www.facebook.com/deepstreamtech/,https://www.linkedin.com/company/deepstreamtech,Seed,,,$10M to $50M
14391,Jabord,https://www.crunchbase.com/organization/jabord-inc,"New York, New York, United States","Internet, Recruiting, SaaS",Pre-Seed,2019-05-01,200000.0,USD,200000.0,11-50,1050000.0,USD,1050000.0,3.0,,,,,,1.0,,,,For Profit,2016-04-01,https://twitter.com/jabordinc,https://www.facebook.com/jabord4jobs,https://www.linkedin.com/company/jabord-inc.,Seed,,,Less than $1M
14463,Somatic Labs,https://www.crunchbase.com/organization/somatic-labs,"Denver, Colorado, United States","Aerospace, Augmented Reality, Consumer Electronics, Hardware, Human Computer Interaction, Wearables",Pre-Seed,2017-07-17,100000.0,USD,100000.0,1-10,100000.0,USD,100000.0,1.0,,,,,,3.0,,,,For Profit,2016-05-02,https://twitter.com/somaticlabs,https://www.facebook.com/SomaticLabs/,https://www.linkedin.com/company/somatic-labs,Seed,,,Less than $1M
14465,GameTree,https://www.crunchbase.com/organization/gametree,"San Francisco, California, United States","Big Data, Gaming, Social",Pre-Seed,2018-05-04,650000.0,USD,650000.0,11-50,650000.0,USD,650000.0,1.0,,,,,,1.0,,,,For Profit,2016-04-17,https://twitter.com/gametreeapp,https://www.facebook.com/gametreetribe/,https://www.linkedin.com/company/gametree/,Seed,,,Less than $1M
14476,OROCON,https://www.crunchbase.com/organization/orocon,"Riga, Riga, Latvia","Construction, Field Support, SaaS, Software",Pre-Seed,2020-03-02,,,,11-50,207916.0,USD,207916.0,5.0,,,,,,2.0,,,,For Profit,2016-04-19,https://twitter.com/OROCON_PRIME,https://www.facebook.com/oroconlatvia,https://www.linkedin.com/company/orocon/,Seed,,,$1M to $10M
14479,Inklocker,https://www.crunchbase.com/organization/inklocker,"Los Angeles, California, United States","Industrial Manufacturing, Machinery Manufacturing, Manufacturing",Pre-Seed,2019-02-04,,,,1-10,1495000.0,USD,1495000.0,4.0,,,,,,2.0,,,,,2016-06-06,https://www.twitter.com/myinklocker,https://www.facebook.com/myinklocker,,Seed,,,$1M to $10M
14503,NeuroApplied,https://www.crunchbase.com/organization/neuroapplied,"Hadera, Hefa, Israel","Consumer, Market Research, Network Security, Neuroscience",Pre-Seed,2018-04-23,,,,1-10,754000.0,USD,754000.0,3.0,,,,,,3.0,,,,For Profit,2016-06-01,https://twitter.com/NeuroApplied,https://www.facebook.com/pg/neuroapplied,https://www.linkedin.com/company/5376764,Seed,,,Less than $1M
14567,DASH Systems,https://www.crunchbase.com/organization/dash-systems-inc,"Chatsworth, California, United States","Aerospace, Air Transportation, Drones, Logistics, Manufacturing, Mechanical Engineering, Shipping",Pre-Seed,2019-07-15,,,,1-10,,,,2.0,,,,,,1.0,,,,For Profit,2016-05-14,https://twitter.com/DASHSystems,https://www.facebook.com/DASHShipping/,https://www.linkedin.com/company/dash-systems/,Seed,,,Less than $1M
14581,Saintrino Technologies Inc,https://www.crunchbase.com/organization/saintrino-technologies-inc,"Longueuil, Quebec, Canada","Analytics, Biotechnology, Brand Marketing, Consulting, Data Integration, Data Visualization, Human Computer Interaction, Market Research",Pre-Seed,2017-02-01,76500.0,USD,76500.0,1-10,101500.0,USD,101500.0,2.0,,,,,,1.0,,,,For Profit,2016-04-21,https://twitter.com/SaintrinoBCI,https://www.facebook.com/SaintrinoBCI/,https://www.linkedin.com/company/saintrino/,Seed,,,Less than $1M
14610,Felcana,https://www.crunchbase.com/organization/felcana,"London, England, United Kingdom","Consumer Electronics, Intelligent Systems, Pet, Veterinary",Pre-Seed,2019-05-29,,,,1-10,,,,4.0,,,,,,1.0,,,,For Profit,2016-04-01,https://www.twitter.com/felcana,https://www.facebook.com/felcana,https://www.linkedin.com/company/felcana,Seed,,,Less than $1M
14634,TRAPMINE,https://www.crunchbase.com/organization/trapmine,"Tallinn, Harjumaa, Estonia","Cyber Security, Machine Learning, Network Security, Security",Pre-Seed,2017-09-19,,,,1-10,,,,1.0,,,,,,2.0,,,,For Profit,2016-04-17,http://twitter.com/trapmine,,https://www.linkedin.com/company/trapmine,Seed,,,Less than $1M
14636,Dearest,https://www.crunchbase.com/organization/beyondsitter,"New York, New York, United States","Child Care, EdTech, Education, Real Estate",Pre-Seed,2019-10-01,,,,1-10,,,,2.0,,,,,,1.0,,,,For Profit,2016-06-01,https://www.twitter.com/dearest_team,https://www.facebook.com/dearest.io,,Seed,,,Less than $1M
14650,VITE,https://www.crunchbase.com/organization/vite-2,"Grand Baie, Riviere du Rempart, Mauritius","Apps, Automotive, Mobile Apps",Pre-Seed,2020-01-30,,,,1-10,,,,1.0,,,,,,,,,,For Profit,2016-05-23,https://twitter.com/vite_app,https://www.facebook.com/viteapp.co/,,Seed,,,Less than $1M
14652,"ZB Technologies, Inc.",https://www.crunchbase.com/organization/zappbuddy-technologies-inc,"Valencia, California, United States",Health Care,Pre-Seed,2019-11-25,,,,11-50,,,,2.0,,,,,,4.0,,,,For Profit,2016-06-06,,,,Seed,,,Less than $1M
14673,AirGateway,https://www.crunchbase.com/organization/airgateway,"Berlin, Berlin, Germany","Air Transportation, Data Integration, Information Technology, Tourism, Travel",Pre-Seed,2018-11-05,,,,1-10,,,,1.0,,,,,,1.0,,,,For Profit,2016-06-15,http://twitter.com/AirGateway,,https://www.linkedin.com/company/10609446,Seed,,,$1M to $10M
14684,"TAFi, Inc.",https://www.crunchbase.com/organization/tafi-inc,"Chicago, Illinois, United States","Analytics, Health Care, Software",Pre-Seed,2018-09-01,,,,1-10,,,,1.0,,,,,,2.0,,,,For Profit,2016-05-09,https://www.twitter.com/tafihc,,https://www.linkedin.com/company/tafi,Seed,,,Less than $1M
14697,Cafebond.com,https://www.crunchbase.com/organization/cafebond-2,"Singapore, Central Region, Singapore","Coffee, E-Commerce, Food and Beverage, Food Delivery, Grocery, Marketplace",Pre-Seed,2018-10-01,,,,11-50,,,,1.0,,,,,,2.0,,,,For Profit,2016-06-01,https://twitter.com/cafebond,https://www.facebook.com/Cafebond,https://www.linkedin.com/company/cafebond,Seed,,,Less than $1M
15323,Tackle.io,https://www.crunchbase.com/organization/tackle-io,"Boise, Idaho, United States","Cloud Computing, Information Technology, Internet, Marketplace, SaaS, Software, Subscription Service",Pre-Seed,2017-01-03,600000.0,USD,600000.0,11-50,600000.0,USD,600000.0,1.0,,,,,,3.0,,,,For Profit,2016-07-01,https://twitter.com/tackleio,,https://www.linkedin.com/company/tackle-io/,Seed,,,$1M to $10M
15393,kÄ“laHealth,https://www.crunchbase.com/organization/kelahealth,"San Francisco, California, United States","Information Services, Information Technology, Software",Pre-Seed,2018-08-31,545000.0,USD,545000.0,1-10,820000.0,USD,820000.0,3.0,,,,,,3.0,,,,For Profit,2016-08-01,https://twitter.com/kelahealth,,https://www.linkedin.com/company/kelahealth/,Seed,,,Less than $1M
