,Organization Name,Organization Name URL,Headquarters Location,Industries,Last Funding Type,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Number of Employees,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Number of Funding Rounds,Acquisition Status,Acquired by,Acquired by URL,Number of Acquisitions,Acquisition Price Currency (in USD),Number of Founders,Unnamed: 20,Acquisition Price,Price Currency,Company Type,Founded Date,Twitter,Facebook,LinkedIn,Funding Status,Acquisition Type,Announced Date,Estimated Revenue Range
11811,Verdical,https://www.crunchbase.com/organization/verdical,"Berkeley, California, United States","Agriculture, Food and Beverage, Local",Non-equity Assistance,2016-06-01,,,,,,,,1.0,,,,,,2.0,,,,For Profit,2016-01-01,,,https://in.linkedin.com/company/verdical,,,,Less than $1M
11911,"Panalytics, Inc.",https://www.crunchbase.com/organization/panaytics-inc,"Irvine, California, United States","Enterprise Software, Financial Services, FinTech, Software",Non-equity Assistance,2016-04-18,,,,1-10,,,,1.0,,,,,,3.0,,,,For Profit,2016-01-01,https://twitter.com/panalyticsco,https://www.facebook.com/Panalytics-Inc-1689731047942586/,https://www.linkedin.com/company/panalytics-inc-,,,,Less than $1M
12092,KidPass,https://www.crunchbase.com/organization/kidpass,"New York, New York, United States","Children, Education, Internet, Subscription Service",Non-equity Assistance,2017-07-01,,,,11-50,6300000.0,USD,6300000.0,3.0,Made Acquisitions,,,1.0,,3.0,,,,For Profit,2016-01-01,https://twitter.com/kidpass,http://facebook.com/kidpass,https://www.linkedin.com/company/kidpass/,Seed,,,$1M to $10M
12354,Gospel Technology,https://www.crunchbase.com/organization/gospel-technology,"London, England, United Kingdom","Cyber Security, Software",Non-equity Assistance,2018-11-07,,,,11-50,6400000.0,GBP,8414161.0,6.0,,,,,,1.0,,,,For Profit,2016-01-01,https://twitter.com/gospel_tech,,https://www.linkedin.com/company/gospel-technology/,Early Stage Venture,,,$1M to $10M
12497,pulseData,https://www.crunchbase.com/organization/pulsedata,"New York, New York, United States","Enterprise Software, Health Care, Machine Learning, Medical",Non-equity Assistance,2017-07-01,,,,11-50,3199998.0,USD,3199998.0,2.0,,,,,,2.0,,,,For Profit,2016-01-01,https://twitter.com/pulse_data,,,,,,$1M to $10M
12524,Boon,https://www.crunchbase.com/organization/boon-2,"Los Angeles, California, United States","College Recruiting, Human Resources, Recruiting, Social Media, Social Recruiting",Non-equity Assistance,2018-08-01,,,,1-10,670304.0,USD,670304.0,9.0,,,,,,3.0,,,,For Profit,2016-01-01,http://twitter.com/Go_Boon,http://www.facebook.com/goboon.co,http://www.linkedin.com/company/5398499,Seed,,,$1M to $10M
13171,Quantexa,https://www.crunchbase.com/organization/quantexa,"London, England, United Kingdom","Analytics, Artificial Intelligence, Big Data, Compliance, FinTech",Non-equity Assistance,2019-03-27,,,,101-250,23300000.0,USD,23300000.0,3.0,,,,,,2.0,,,,For Profit,2016-03-06,https://twitter.com/quantexa,https://www.facebook.com/Quantexa/,https://www.linkedin.com/company/quantexa,Early Stage Venture,,,$1M to $10M
13234,One Health Company,https://www.crunchbase.com/organization/the-one-health-company,"Palo Alto, California, United States","Health Care, Information Technology, Veterinary",Non-equity Assistance,2019-01-31,,,,1-10,5000000.0,USD,5000000.0,3.0,,,,,,5.0,,,,For Profit,2016-01-15,https://www.twitter.com/theonehealthco,https://www.facebook.com/onehealthco/,https://www.linkedin.com/company/10090704/,Seed,,,Less than $1M
13353,Linkingmed,https://www.crunchbase.com/organization/linkingmed,"Beijing, Beijing, China",Health Care,Non-equity Assistance,2018-09-27,,,,101-250,14623110.0,USD,14623110.0,5.0,,,,,,2.0,,,,For Profit,2016-03-24,,,https://www.linkedin.com/company/linking-med-inc/,Early Stage Venture,,,Less than $1M
13365,Seedly,https://www.crunchbase.com/organization/seedly,"Singapore, Central Region, Singapore","Apps, Financial Services, FinTech, Millennials, Personal Finance",Non-equity Assistance,2016-08-01,25000.0,SGD,18625.0,11-50,25000.0,SGD,18625.0,2.0,Was Acquired,ShopBack,https://www.crunchbase.com/organization/shopback,,,2.0,,,,For Profit,2016-03-13,https://twitter.com/seedlysg?lang=en,https://www.facebook.com/seedlysg,https://www.linkedin.com/company/seedly/,M&A,Acquisition,2018-05-08,$1M to $10M
13396,Wisr Inc,https://www.crunchbase.com/organization/wisr-inc,"Cleveland, Ohio, United States","Education, Enterprise Software, Information Technology",Non-equity Assistance,2018-08-01,,,,1-10,1400000.0,USD,1400000.0,3.0,,,,,,3.0,,,,For Profit,2016-03-02,https://twitter.com/wisrcommunity,,https://www.linkedin.com/company/wisr-inc,Seed,,,Less than $1M
13597,neoEYED,https://www.crunchbase.com/organization/neoeyed-s-r-l-,"Herndon, Virginia, United States","Artificial Intelligence, FinTech, Information Technology, Internet, Internet of Things, Mobile Apps",Non-equity Assistance,2020-01-01,,,,1-10,,,,1.0,,,,,,2.0,,,,For Profit,2016-02-01,https://www.twitter.com/neoeyed,,https://www.linkedin.com/company/neoeyed,,,,Less than $1M
13615,KrypC,https://www.crunchbase.com/organization/krypc,"Bangalore, Karnataka, India","Information Services, Information Technology",Non-equity Assistance,2019-08-01,,,,11-50,,,,1.0,,,,,,2.0,,,,For Profit,2016-02-01,https://twitter.com/krypctalk,https://www.facebook.com/pg/krypC,https://www.linkedin.com/company/krypc,,,,$1M to $10M
13684,ANIMUS,https://www.crunchbase.com/organization/animus-2,"Ratingen, Nordrhein-Westfalen, Germany","Real Estate, Software",Non-equity Assistance,2016-03-01,,,,11-50,,,,1.0,,,,,,1.0,,,,,2016-03-01,,https://www.facebook.com/animusapp,,,,,Less than $1M
13701,Swiftly,https://www.crunchbase.com/organization/swiftly,"Accra, Greater Accra, Ghana","Delivery, Logistics, Sharing Economy, Shipping Broker",Non-equity Assistance,2016-06-07,,,,1-10,,,,1.0,,,,,,,,,,For Profit,2016-02-14,https://twitter.com/SwiftlyGlobal,https://www.facebook.com/swiftlyglobal/,https://www.linkedin.com/company/swiftlyglobal/,,,,$1M to $10M
13709,RubiQube,https://www.crunchbase.com/organization/rubiqube-limited,"Lagos, Lagos, Nigeria","Ad Exchange, Ad Targeting, Advertising Platforms, Cloud Computing",Non-equity Assistance,2016-06-07,,,,1-10,,,,1.0,,,,,,2.0,,,,For Profit,2016-01-10,https://twitter.com/RubiQube,https://www.facebook.com/RubiQube,,,,,Less than $1M
13816,"CreditBridge, Inc.",https://www.crunchbase.com/organization/creditbridge-inc,"New York, New York, United States","Artificial Intelligence, Machine Learning, Product Design",Non-equity Assistance,2016-06-28,,,,1-10,,,,1.0,,,,,,,,,,For Profit,2016-01-28,https://www.twitter.com/creditbridge,https://www.facebook.com/creditbridgefinancial,,,,,Less than $1M
13878,Stubridge,https://www.crunchbase.com/organization/stubridge,,Education,Non-equity Assistance,2017-01-04,,,,101-250,,,,1.0,,,,,,2.0,,,,,2016-03-06,,,,,,,$1M to $10M
13954,Soundover,https://www.crunchbase.com/organization/soundover,"San Francisco, California, United States","Information Technology, Internet of Things, Location Based Services, Mobile, Software",Non-equity Assistance,2018-04-01,,,,1-10,,,,1.0,,,,,,1.0,,,,,2016-03-01,,,https://www.linkedin.com/company/soundover-inc-/,,,,Less than $1M
13984,Cymbra BV,https://www.crunchbase.com/organization/cymbra-bv,"Almere, Flevoland, The Netherlands","Information Technology, Robotics, Software",Non-equity Assistance,2016-11-01,,,,1-10,,,,1.0,,,,,,2.0,,,,For Profit,2016-03-21,https://www.twitter.com/cymbranet,https://www.facebook.com/cymbra.net,https://www.linkedin.com/company/cymbra,,,,Less than $1M
13993,Explicates,https://www.crunchbase.com/organization/explicates,"Germany, Georgia, United States","Big Data, Computer, Consumer Electronics, CRM, Energy, Information Technology, Renewable Energy, Software",Non-equity Assistance,2016-10-01,,,,1-10,,,,1.0,,,,,,1.0,,,,,2016-03-01,,,https://www.linkedin.com/company/6397673/,,,,Less than $1M
14641,Numericcal,https://www.crunchbase.com/organization/numericcal,"Berkeley, California, United States","Artificial Intelligence, Developer Platform, Machine Learning, PaaS",Non-equity Assistance,2017-06-01,,,,1-10,,,,1.0,,,,,,3.0,,,,,2016-05-01,https://twitter.com/numericcal,https://www.facebook.com/numericcal/,https://www.linkedin.com/company/numericcal1/,,,,Less than $1M
14672,PlayCause,https://www.crunchbase.com/organization/playcause,"San Francisco, California, United States","Charity, Professional Services, Sports",Non-equity Assistance,2016-05-25,10000.0,USD,10000.0,1-10,10000.0,USD,10000.0,1.0,,,,,,2.0,,,,For Profit,2016-05-19,,,,,,,$1M to $10M
14869,M33 Labs,https://www.crunchbase.com/organization/m33-labs,"Mesa, Arizona, United States","Consumer Electronics, Information Technology, Web Design",Non-equity Assistance,2016-08-23,,,,11-50,,,,1.0,,,,,,2.0,,,,For Profit,2016-04-01,https://twitter.com/M33Labs,https://www.facebook.com/m33labs/,https://www.linkedin.com/company/m-33-labs,,,,Less than $1M
14996,"MiP.O.V. Technologies, Inc.",https://www.crunchbase.com/organization/mip-o-v-technologies-inc,"San Diego, California, United States","Broadcasting, Software, Video",Non-equity Assistance,2017-01-01,,,,,,,,1.0,,,,,,,,,,,2016-06-05,https://www.twitter.com/mipovtech,https://www.facebook.com/mip.o.v.technologies,https://www.linkedin.com/company/17881718,,,,Less than $1M
15261,Exceed.ai,https://www.crunchbase.com/organization/exceed-2,"Sunnyvale, California, United States","Artificial Intelligence, Machine Learning, Marketing Automation, Sales Automation, Virtual Assistant",Non-equity Assistance,2017-06-24,,,,11-50,1500000.0,USD,1500000.0,2.0,,,,,,2.0,,,,For Profit,2016-10-01,https://twitter.com/exceedai,https://www.facebook.com/exceedai,https://www.linkedin.com/company/17917060,Seed,,,$1M to $10M
15358,Vence,https://www.crunchbase.com/organization/vence,"San Diego, California, United States","AgTech, Consumer Electronics, Electronics, Livestock, Machinery Manufacturing, Software",Non-equity Assistance,2018-05-22,15000.0,EUR,17677.0,1-10,2817677.0,USD,2817677.0,3.0,,,,,,2.0,,,,For Profit,2016-07-01,https://twitter.com/vence_io,https://www.facebook.com/venceio,https://www.linkedin.com/company/vence-corp/,Seed,,,Less than $1M
15685,Assured Wireless Corporation,https://www.crunchbase.com/organization/assured-wireless-corporation,"San Diego, California, United States",Wireless,Non-equity Assistance,2016-10-01,,,,,,,,1.0,,,,,,,,,,For Profit,2016-08-04,,,https://www.linkedin.com/company/assured-wireless/,,,,Less than $1M
15705,Vendaxo,https://www.crunchbase.com/organization/vendaxo,"Ahmedabad, Gujarat, India","B2B, E-Commerce",Non-equity Assistance,2019-04-01,,,,11-50,,,,1.0,,,,,,2.0,,,,For Profit,2016-10-01,https://www.twitter.com/vendaxo,https://www.facebook.com/vendaxo,,,,,$1M to $10M
15740,VirtSpaces Private Limited,https://www.crunchbase.com/organization/virtspaces-private-limited,"Bangalore, Karnataka, India","Real Estate, Virtual Reality",Non-equity Assistance,2017-02-01,,,,1-10,,,,1.0,,,,,,2.0,,,,For Profit,2016-07-01,https://www.twitter.com/virtualspacesin,https://www.facebook.com/virtualspacesin,https://www.linkedin.com/company/virtual-spaces?trk=biz-companies-cym,,,,$1M to $10M
15798,Mermaid - getamermaid.com,https://www.crunchbase.com/organization/mermaid-getamermaid-com,"Cairo, Al Qahirah, Egypt","Home Services, Recruiting, Service Industry",Non-equity Assistance,2016-12-10,,,,1-10,,,,2.0,,,,,,1.0,,,,For Profit,2016-07-01,https://www.instagram.com/mermaideg/,https://www.facebook.com/mermaideg,https://www.linkedin.com/company-beta/10415531/,,,,Less than $1M
15801,Kaya Properties,https://www.crunchbase.com/organization/kaya-properties,"Tempe, Arizona, United States","Communities, Leisure, Real Estate",Non-equity Assistance,2017-01-01,,,,1-10,,,,1.0,,,,,,1.0,,,,For Profit,2016-09-14,,,,,,,Less than $1M
16251,Veryfi,https://www.crunchbase.com/organization/veryfi,"Mountain View, California, United States","Accounting, Apps, Computer Vision, Construction, Developer APIs, Enterprise Software, Intelligent Systems, Mobile Apps, SaaS, Small and Medium Businesses",Non-equity Assistance,2017-12-05,,,,11-50,,,,2.0,,,,,,2.0,,,,For Profit,2016-12-01,https://twitter.com/Veryfi_Inc,https://www.facebook.com/veryfinance,https://www.linkedin.com/company/veryfi-inc/,Seed,,,Less than $1M
16533,Jibrel Network,https://www.crunchbase.com/organization/jibrel-network,"Zug, Zug, Switzerland","Blockchain, Financial Services, FinTech, Virtual Currency",Non-equity Assistance,2018-11-01,,,,11-50,33220000.0,USD,33220000.0,3.0,,,,,,3.0,,,,,2017-01-01,https://twitter.com/JibrelNetwork,https://www.facebook.com/jibrelnetwork/,https://www.linkedin.com/company/11163791,,,,Less than $1M
16558,Betterfin,https://www.crunchbase.com/organization/betterfin,"Brooklyn, New York, United States","Big Data, Commercial Lending, Small and Medium Businesses",Non-equity Assistance,2018-12-06,,,,11-50,1500000.0,USD,1500000.0,2.0,,,,,,1.0,,,,For Profit,2017-01-01,,,,Seed,,,Less than $1M
16725,BillTech,https://www.crunchbase.com/organization/billtech,"Warsaw, Mazowieckie, Poland","FinTech, Payments, Personal Finance",Non-equity Assistance,2017-06-06,200000.0,PLN,53733.0,1-10,200000.0,PLN,53733.0,1.0,,,,,,2.0,,,,For Profit,2017-01-01,https://twitter.com/billtechpl,https://www.facebook.com/billtechpl/,https://www.linkedin.com/company/billtech,,,,Less than $1M
16913,Fuse.It,https://www.crunchbase.com/organization/fuse-it,"Los Angeles, California, United States","Advertising, Artificial Intelligence, Audio, Augmented Reality, Brand Marketing, Machine Learning, Social Media, Software, Video",Non-equity Assistance,2019-02-26,,,,11-50,,,,1.0,,,,,,,,,,For Profit,2017-01-01,,https://www.instagram.com/fuse.it/,https://www.linkedin.com/company/fuse-it/,,,,Less than $1M
17002,Waffle,https://www.crunchbase.com/organization/waffle-b45d,"Windsor, Windsor and Maidenhead, United Kingdom","Apps, Hospitality, Restaurants, Web Apps",Non-equity Assistance,2018-04-25,,,,1-10,,,,1.0,,,,,,3.0,,,,For Profit,2017-01-01,https://twitter.com/joinwaffle,https://www.facebook.com/joinwaffle,https://www.linkedin.com/company/joinwaffle/,,,,Less than $1M
17036,CleverKare Beauty Services,https://www.crunchbase.com/organization/cleverkare-inc,"Bangalore, Karnataka, India",Beauty,Non-equity Assistance,2019-03-01,,,,51-100,,,,1.0,,,,,,1.0,,,,For Profit,2017-01-01,https://twitter.com/cleverkare,https://www.facebook.com/cleverkare,https://www.linkedin.com/company/cleverkare-inc-?trk=ppro_cprof,,,,Less than $1M
17069,Unsist,https://www.crunchbase.com/organization/unsist,"Calgary, Alberta, Canada","Artificial Intelligence, Energy, Machine Learning, Oil and Gas",Non-equity Assistance,2017-10-01,,,,1-10,,,,1.0,,,,,,2.0,,,,For Profit,2017-01-01,https://twitter.com/unsistds,https://www.facebook.com/unsist/,https://www.linkedin.com/company/unsist,,,,Less than $1M
17525,Shipsi,https://www.crunchbase.com/organization/shipsi-inc,"Venice, California, United States","E-Commerce, Information Services, Information Technology",Non-equity Assistance,2019-02-26,,,,11-50,2800000.0,USD,2800000.0,6.0,,,,,,2.0,,,,For Profit,2017-01-01,https://twitter.com/Shipsiinc,https://www.facebook.com/shipsiInc,https://www.linkedin.com/company/shipsi,Seed,,,$1M to $10M
17821,IDenfy,https://www.crunchbase.com/organization/idenfy,"Kaunas, Kauno Apskritis, Lithuania","Cyber Security, Identity Management, Online Portals, Software",Non-equity Assistance,2019-06-15,60000.0,PLN,15799.0,11-50,363114.0,USD,363114.0,4.0,,,,,,2.0,,,,For Profit,2017-01-01,,https://www.facebook.com/iDenfy/,https://www.linkedin.com/company/idenfy/,Seed,,,$1M to $10M
18104,MedMe,https://www.crunchbase.com/organization/medme,"Amsterdam, Noord-Holland, The Netherlands","Health Care, Health Diagnostics, Medical",Non-equity Assistance,2017-05-22,,,,,,,,1.0,,,,,,,,,,For Profit,2017-01-01,,,https://www.linkedin.com/company-beta/10071293/,,,,$1M to $10M
18700,Saarthi.ai,https://www.crunchbase.com/organization/saarthi-b219,"Bangalore, Karnataka, India","Analytics, Artificial Intelligence, Developer APIs, Information Technology, Internet, Machine Learning, SaaS, Social Impact, Software, Virtual Assistant",Non-equity Assistance,2019-08-20,,,,11-50,,,,1.0,,,,,,3.0,,,,For Profit,2017-02-01,https://twitter.com/saarthi_ai,https://www.facebook.com/thesaarthi/,https://www.linkedin.com/company/saarthi-ai/,,,,$1M to $10M
18716,SecurityTrails,https://www.crunchbase.com/organization/securitytrails,"Los Angeles, California, United States","Big Data, Developer APIs, Information Technology",Non-equity Assistance,2017-11-01,,,,11-50,,,,1.0,Made Acquisitions,,,1.0,,2.0,,,,For Profit,2017-06-21,https://twitter.com/securitytrails,https://www.facebook.com/SecurityTrails-137000680343742/,https://www.linkedin.com/company/securitytrails/,,,,Less than $1M
18847,Carryr,https://www.crunchbase.com/organization/carryr,"London, England, United Kingdom","Developer APIs, E-Commerce, E-Commerce Platforms, Fashion, Logistics, Retail Technology, Shopping",Non-equity Assistance,2020-02-20,,,,1-10,,,,1.0,,,,,,2.0,,,,For Profit,2017-05-23,https://www.twitter.com/CarryrHQ,https://www.facebook.com/CarryrHQ,https://www.linkedin.com/company/carryr,,,,Less than $1M
18991,DeGIV,https://www.crunchbase.com/organization/degiv,"Kamp-lintfort, Nordrhein-Westfalen, Germany","Education, Health Care, Information Technology",Non-equity Assistance,2017-05-01,,,,1-10,,,,1.0,,,,,,1.0,,,,For Profit,2017-05-01,,https://www.facebook.com/degiv.gesundheitsterminal,,,,,$1M to $10M
19369,ATLANT,https://www.crunchbase.com/organization/atlant,"London, England, United Kingdom","Blockchain, FinTech, Real Estate",Non-equity Assistance,2017-08-02,6000000.0,USD,6000000.0,11-50,6000000.0,USD,6000000.0,1.0,,,,,,2.0,,,,For Profit,2017-07-01,https://twitter.com/atlantio,https://business.facebook.com/atlantplatform,https://www.linkedin.com/company/atlant.io,,,,$1M to $10M
19384,Cochlear.ai,https://www.crunchbase.com/organization/cochlear-ai,"Seoul, Seoul-t'ukpyolsi, South Korea","Artificial Intelligence, Audio, Cloud Computing, Developer APIs, Information Technology, Machine Learning, Music, Software Engineering",Non-equity Assistance,2018-04-01,90000.0,USD,90000.0,11-50,800000.0,USD,800000.0,4.0,,,,,,6.0,,,,For Profit,2017-07-14,,https://www.facebook.com/cochlearai/,https://www.linkedin.com/company/cochlear.ai/,Seed,,,$1M to $10M
19466,Orangewood Labs Inc.,https://www.crunchbase.com/organization/orangewood-labs-inc,"San Francisco, California, United States","Industrial Design, Interior Design, Robotics",Non-equity Assistance,2019-09-01,,,,11-50,120000.0,USD,120000.0,2.0,,,,,,2.0,,,,For Profit,2017-12-21,,https://www.facebook.com/orangewood123/,https://www.linkedin.com/company/13625080/,Seed,,,Less than $1M
20212,Streamloots,https://www.crunchbase.com/organization/streamloots,"San Mateo, California, United States","eSports, Gaming, Video Streaming",Non-equity Assistance,2019-11-15,,,,11-50,1566251.0,USD,1566251.0,4.0,,,,,,4.0,,,,,2018-01-06,https://twitter.com/streamloots,,https://www.linkedin.com/company/streamloots/,Seed,,,Less than $1M
20321,Chosen AI,https://www.crunchbase.com/organization/chosen-ai,"London, England, United Kingdom","Artificial Intelligence, Big Data, Human Resources, Predictive Analytics, Recruiting",Non-equity Assistance,2019-09-03,,,,11-50,650000.0,GBP,870690.0,5.0,,,,,,1.0,,,,For Profit,2018-01-15,,,https://www.linkedin.com/company/chosen-ai,Seed,,,$1M to $10M
20415,MusicList,https://www.crunchbase.com/organization/musiclist,"Barcelona, Catalonia, Spain",Music,Non-equity Assistance,2019-05-24,,,,1-10,135000.0,EUR,157529.0,2.0,,,,,,1.0,,,,For Profit,2018-01-01,https://twitter.com/MusicListCOM,https://www.facebook.com/musiclistCOM,https://www.linkedin.com/company/musiclist/,Seed,,,Less than $1M
20928,Birdie,https://www.crunchbase.com/organization/birdie,"Palo Alto, California, United States","Artificial Intelligence, Big Data, E-Commerce, Internet",Non-equity Assistance,2019-05-01,50000.0,USD,50000.0,11-50,470000.0,USD,470000.0,2.0,,,,,,2.0,,,,For Profit,2018-03-01,,https://www.facebook.com/usebirdie/,https://www.linkedin.com/company/get-birdie,Seed,,,$1M to $10M
21015,Grablr,https://www.crunchbase.com/organization/grablr,"Chicago, Illinois, United States","Food and Beverage, Mobile Apps",Non-equity Assistance,2018-08-01,60000.0,USD,60000.0,11-50,60000.0,USD,60000.0,1.0,,,,,,1.0,,,,For Profit,2018-08-01,https://twitter.com/Grablr,https://www.facebook.com/grablr/,https://www.linkedin.com/company-beta/10082843/,,,,Less than $1M
21038,Tagalys,https://www.crunchbase.com/organization/tagalys,"Newark, Delaware, United States",E-Commerce,Non-equity Assistance,2019-01-01,,,,11-50,,,,1.0,,,,,,2.0,,,,For Profit,2018-06-04,https://twitter.com/tagalys,,https://www.linkedin.com/company/tagalys,,,,$1M to $10M
21072,ZINSUR,https://www.crunchbase.com/organization/zinsur,"New York, New York, United States","Financial Services, FinTech, Health Care, Lending",Non-equity Assistance,2018-12-06,,,,11-50,,,,1.0,,,,,,2.0,,,,For Profit,2018-07-01,https://twitter.com/zinsur,https://www.facebook.com/zinsur.inc/,https://www.linkedin.com/company/zinsur/,,,,Less than $1M
